listing_a,listing_b,category,comparable,confidence,reason
Macro Chicken Breast Fillets Free Range 400g - 900g,RSPCA Approved Chicken Breast Fillets Small Pack,chicken,,,
Macro Chicken Breast Fillets Free Range 400g - 900g,RSPCA Approved Chicken Breast Schnitzel,chicken,,,
Macro Chicken Breast Fillets Free Range 400g - 900g,Free Range Chicken Breast Diced,chicken,,,
Macro Chicken Breast Fillets Free Range 400g - 900g,Free Range Rustic Chicken Breast Schnitzel,chicken,,,
Macro Chicken Breast Fillets Free Range 400g - 900g,Chicken Breast Fillet,chicken,,,
Macro Chicken Breast Fillets Free Range 400g - 900g,Free Range Chicken Breast Carved Roast Lemon Pepper & Herb,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Mac Chicken Breast Roasted,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Frozen Chicken Breast Schnitzel,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Smoked Chicken Breast,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Free Range Chicken Breast Fillets Bulk,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Sliced Greek Inspired Roast Chicken Breast,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Schnitzel Garlic & Herb Crumb,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Fillets Large Pack,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Free Range Chicken Breast Carved Roast,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Macs Pulled Chicken Breast,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Sliced Peri Peri Roast Chicken Breast,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Rspca Chicken Creamy Garlic Breast Kyiv,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Frozen Crumbed Chicken Breast Nuggets,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Deli Cuts Chicken Breast Homestyle Seasoned,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Frozen Chicken Breast Nuggets,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Shredded Roast Chicken Breast,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Chicken Breast Dino Nuggets,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Steaks Lemon & Herb,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Halal Chicken Breast Fillets Large Pack,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,RSPCA Approved Free Range Chicken Breast Large Pack,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Chicken Breast Schnitzels,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,RSPCA Approved Free Range Chicken Breast Fillet Small Pack,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Fillet Crumb Sage & Rosemary,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Frozen Tempura Chicken Breast Nuggets,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Free Range Chicken Garlic And Rosemary Breast Bites,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Chicken Breast Strips Crumbed,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Free Range Chicken Breast Fillet,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Chicken Breast Steak,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Free Range Chicken Boneless Double Breast Lemon Herb,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Frozen Classic Crumb Chicken Breast Tenders,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Free Range RSPCA Chicken Sweet Mustard Breast Fillet,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Fillets Small Pack,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Schnitzel,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Free Range Chicken Breast Diced,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Free Range Rustic Chicken Breast Schnitzel,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Chicken Breast Fillet,chicken,,,
Moira Mac's Marinated BBQ Chicken Breast Sliced From The Deli per 100g,Free Range Chicken Breast Carved Roast Lemon Pepper & Herb,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Mac Chicken Breast Roasted,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Frozen Chicken Breast Schnitzel,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Smoked Chicken Breast,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Free Range Chicken Breast Fillets Bulk,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Sliced Greek Inspired Roast Chicken Breast,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,RSPCA Approved Chicken Breast Schnitzel Garlic & Herb Crumb,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,RSPCA Approved Chicken Breast Fillets Large Pack,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Free Range Chicken Breast Carved Roast,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Macs Pulled Chicken Breast,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Sliced Peri Peri Roast Chicken Breast,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Rspca Chicken Creamy Garlic Breast Kyiv,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Frozen Crumbed Chicken Breast Nuggets,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Deli Cuts Chicken Breast Homestyle Seasoned,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Frozen Chicken Breast Nuggets,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Shredded Roast Chicken Breast,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Chicken Breast Dino Nuggets,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,RSPCA Approved Chicken Breast Steaks Lemon & Herb,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Halal Chicken Breast Fillets Large Pack,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,RSPCA Approved Free Range Chicken Breast Large Pack,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Chicken Breast Schnitzels,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,RSPCA Approved Free Range Chicken Breast Fillet Small Pack,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,RSPCA Approved Chicken Breast Fillet Crumb Sage & Rosemary,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Frozen Tempura Chicken Breast Nuggets,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Free Range Chicken Garlic And Rosemary Breast Bites,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Chicken Breast Strips Crumbed,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Free Range Chicken Breast Fillet,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Chicken Breast Steak,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Free Range Chicken Boneless Double Breast Lemon Herb,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Frozen Classic Crumb Chicken Breast Tenders,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Free Range RSPCA Chicken Sweet Mustard Breast Fillet,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,RSPCA Approved Chicken Breast Fillets Small Pack,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,RSPCA Approved Chicken Breast Schnitzel,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Free Range Chicken Breast Diced,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Free Range Rustic Chicken Breast Schnitzel,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Chicken Breast Fillet,chicken,,,
Primo Chicken Breast Sliced 25% Less Salt 80g,Free Range Chicken Breast Carved Roast Lemon Pepper & Herb,chicken,,,
Red Rock Deli Potato Chips Honey Soy Chicken 165g,Honey Soy Chicken Potato Chips,chicken,,,
Red Rock Deli Potato Chips Honey Soy & Chicken 290g,Honey Soy Chicken Potato Chips,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Mac Chicken Breast Roasted,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Frozen Chicken Breast Schnitzel,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Smoked Chicken Breast,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Free Range Chicken Breast Fillets Bulk,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Sliced Greek Inspired Roast Chicken Breast,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,RSPCA Approved Chicken Breast Schnitzel Garlic & Herb Crumb,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,RSPCA Approved Chicken Breast Fillets Large Pack,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Free Range Chicken Breast Carved Roast,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Macs Pulled Chicken Breast,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Sliced Peri Peri Roast Chicken Breast,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Rspca Chicken Creamy Garlic Breast Kyiv,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Frozen Crumbed Chicken Breast Nuggets,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Deli Cuts Chicken Breast Homestyle Seasoned,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Frozen Chicken Breast Nuggets,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Shredded Roast Chicken Breast,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Chicken Breast Dino Nuggets,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,RSPCA Approved Chicken Breast Steaks Lemon & Herb,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Halal Chicken Breast Fillets Large Pack,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,RSPCA Approved Free Range Chicken Breast Large Pack,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Chicken Breast Schnitzels,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,RSPCA Approved Free Range Chicken Breast Fillet Small Pack,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,RSPCA Approved Chicken Breast Fillet Crumb Sage & Rosemary,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Frozen Tempura Chicken Breast Nuggets,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Free Range Chicken Garlic And Rosemary Breast Bites,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Chicken Breast Strips Crumbed,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Free Range Chicken Breast Fillet,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Chicken Breast Steak,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Free Range Chicken Boneless Double Breast Lemon Herb,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Frozen Classic Crumb Chicken Breast Tenders,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Free Range RSPCA Chicken Sweet Mustard Breast Fillet,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,RSPCA Approved Chicken Breast Fillets Small Pack,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,RSPCA Approved Chicken Breast Schnitzel,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Free Range Chicken Breast Diced,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Free Range Rustic Chicken Breast Schnitzel,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Chicken Breast Fillet,chicken,,,
Moira Mac's Roasted Chicken Breast Shredded From The Deli per 100g,Free Range Chicken Breast Carved Roast Lemon Pepper & Herb,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Mac Chicken Breast Roasted,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Frozen Chicken Breast Schnitzel,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Smoked Chicken Breast,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Free Range Chicken Breast Fillets Bulk,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Sliced Greek Inspired Roast Chicken Breast,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,RSPCA Approved Chicken Breast Schnitzel Garlic & Herb Crumb,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,RSPCA Approved Chicken Breast Fillets Large Pack,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Free Range Chicken Breast Carved Roast,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Macs Pulled Chicken Breast,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Sliced Peri Peri Roast Chicken Breast,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Rspca Chicken Creamy Garlic Breast Kyiv,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Frozen Crumbed Chicken Breast Nuggets,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Deli Cuts Chicken Breast Homestyle Seasoned,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Frozen Chicken Breast Nuggets,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Shredded Roast Chicken Breast,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Chicken Breast Dino Nuggets,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,RSPCA Approved Chicken Breast Steaks Lemon & Herb,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Halal Chicken Breast Fillets Large Pack,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,RSPCA Approved Free Range Chicken Breast Large Pack,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Chicken Breast Schnitzels,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,RSPCA Approved Free Range Chicken Breast Fillet Small Pack,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,RSPCA Approved Chicken Breast Fillet Crumb Sage & Rosemary,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Frozen Tempura Chicken Breast Nuggets,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Free Range Chicken Garlic And Rosemary Breast Bites,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Chicken Breast Strips Crumbed,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Free Range Chicken Breast Fillet,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Chicken Breast Steak,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Free Range Chicken Boneless Double Breast Lemon Herb,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Frozen Classic Crumb Chicken Breast Tenders,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Free Range RSPCA Chicken Sweet Mustard Breast Fillet,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,RSPCA Approved Chicken Breast Fillets Small Pack,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,RSPCA Approved Chicken Breast Schnitzel,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Free Range Chicken Breast Diced,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Free Range Rustic Chicken Breast Schnitzel,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Chicken Breast Fillet,chicken,,,
Macro Free Range Chicken Breast Schnitzel 500g,Free Range Chicken Breast Carved Roast Lemon Pepper & Herb,chicken,,,
Macro Organic Chicken Breast Strips 400g,Free Range Organic Chicken Breast Fillets Skin Off,chicken,,,
Macro Organic Chicken Breast Fillet 300g - 600g,Free Range Organic Chicken Breast Fillets Skin Off,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Mac Chicken Breast Roasted,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Frozen Chicken Breast Schnitzel,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Smoked Chicken Breast,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Free Range Chicken Breast Fillets Bulk,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Sliced Greek Inspired Roast Chicken Breast,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,RSPCA Approved Chicken Breast Schnitzel Garlic & Herb Crumb,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,RSPCA Approved Chicken Breast Fillets Large Pack,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Free Range Chicken Breast Carved Roast,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Macs Pulled Chicken Breast,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Sliced Peri Peri Roast Chicken Breast,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Rspca Chicken Creamy Garlic Breast Kyiv,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Frozen Crumbed Chicken Breast Nuggets,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Deli Cuts Chicken Breast Homestyle Seasoned,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Frozen Chicken Breast Nuggets,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Shredded Roast Chicken Breast,chicken,,,
Woolworths RSPCA Approved Chicken Breast Fillet per 350g,Chicken Breast Dino Nuggets,chicken,,,
